-15.28032975,1.00111533
-15.28002484,1.000716607
-15.27971992,0.999986314
-15.27941499,0.999277879
-15.27911006,0.998715186
-15.27880513,0.998454912
-15.2785002,0.998551715
-15.27819526,0.998954584
-15.27789031,0.999430328
-15.27758536,1.00000081
-15.27728041,1.000261582
-15.27697545,1.000168917
-15.27667049,0.999770183
-15.27636553,0.999535413
-15.27606056,0.999300642
-15.27575559,0.999302711
-15.27545061,0.999541622
-15.27514563,1.000017376
-15.27484065,1.000351027
-15.27453566,1.000586297
-15.27423067,1.000992825
-15.27392567,1.001490449
-15.27362067,1.001966212
-15.27331566,1.002296226
-15.27301066,1.002465915
-15.27270564,1.002136406
-15.27240063,1.001500817
-15.27209561,1.000697611
-15.27179058,1.000040153
-15.27148555,0.999641404
-15.27118052,0.999643474
-15.27087548,0.999973488
-15.27057044,1.000449257
-15.2702654,1.000946892
-15.26996035,1.001280555
-15.2696553,1.001187887
-15.26935024,1.000789135
-15.26904518,1.000222762
-15.26874011,0.999824005
-15.26843504,0.999494481
-15.26812997,0.999427316
-15.26782489,0.999356507
-15.26751981,0.999263834
-15.26721473,0.998865072
-15.26690964,0.998466307
-15.26660455,0.998136776
-15.26629945,0.998138842
-15.26599435,0.998304886
-15.26568924,0.998711432
-15.26538413,0.999209079
-15.26507902,0.999517241
-15.2647739,0.99951931
-15.26446878,0.999379264
-15.26416366,0.999122609
-15.26385853,0.998723836
-15.26355339,0.998416163
-15.26324826,0.998323485
-15.26294312,0.998420296
-15.26263797,0.998495243
-15.26233282,0.998734173
-15.26202767,0.999064204
-15.26172251,0.999303136
-15.26141735,0.99939995
-15.26111218,0.9994749
-15.26080701,0.999476969
-15.26050184,0.999406156
-15.26019666,0.999313478
-15.25989148,0.999246308
-15.2595863,0.998916762
-15.25928111,0.998445094
-15.25897591,0.997882321
-15.25867072,0.997479888
-15.25836552,0.997387204
-15.25806031,0.998052504
-15.2577551,0.999166036
-15.25744989,1.00053831
-15.25714467,1.001604478
-15.25683945,1.002339031
-15.25653422,1.002341105
-15.25622899,1.001916809
-15.25592376,1.001375896
-15.25561852,1.00111923
-15.25531328,1.000953667
-15.25500803,1.000955739
-15.25470278,1.00088857
-15.25439753,1.000653765
-15.25409227,1.000160219
-15.25378701,0.999593785
-15.25348174,0.999194984
-15.25317647,0.999054926
-15.2528712,0.999293871
-15.25256592,0.999769695
-15.25226064,1.000573508
-15.25195536,1.001402834
-15.25165007,1.002115546
-15.25134477,1.002376366
-15.25103947,1.002214446
-15.25073417,1.001648004
-15.25042887,1.000986807
-15.25012356,1.000518758
-15.24981824,1.000447941
-15.24951292,1.000686894
-15.2492076,1.001089845
-15.24890228,1.001328801
-15.24859695,1.001261629
-15.24829161,1.000932061
-15.24798627,1.000602492
-15.24768093,1.000298432
-15.24737559,1.000205747
-15.24707024,1.000371815
-15.24676488,1.000705528
-15.24645952,1.000944486
-15.24615416,1.001183446
-15.2458488,1.001444273
-15.24554343,1.001446345
-15.24523805,1.001284415
-15.24493267,1.001024085
-15.24462729,1.000884021
-15.24432191,1.000627333
-15.24401652,1.000560157
-15.24371112,1.000489337
-15.24340572,1.000491407
-15.24310032,1.000398719
-15.24279492,1.000400788
-15.24248951,1.000570506
-15.24218409,1.000973475
-15.24187867,1.0013072
-15.24157325,1.001378518
-15.24126783,1.001048934
-15.2409624,1.000507963
-15.24065696,0.999682714
-15.24035152,0.999046979
-15.24004608,0.998812147
-15.23974063,0.999051112
-15.23943518,0.999290078
-15.23912973,0.999623805
-15.23882427,0.999953888
-15.23851881,1.00026575
-15.23821334,1.000526588
-15.23790787,1.000834808
-15.2376024,1.00107378
-15.23729692,1.001006602
-15.23699144,1.000607759
-15.23668595,1.000110508
-15.23638046,0.999879317
-15.23607497,0.999972502
-15.23576947,1.000543143
-15.23546397,1.00125593
-15.23515846,1.001990588
-15.23485295,1.002488342
-15.23454744,1.002727322
-15.23424192,1.002634633
-15.2339364,1.002636706
-15.23363087,1.002733543
-15.23332534,1.002735617
-15.2330198,1.002570031
-15.23271427,1.00240809
-15.23240872,1.002078488
-15.23210318,1.001537486
-15.23179763,1.001043865
-15.23149207,1.000878274
-15.23118651,1.001048005
-15.23088095,1.001381754
-15.23057539,1.001854007
-15.23026982,1.002187758
-15.22996424,1.002025813
-15.22965866,1.00129527
-15.22935308,1.000254911
-15.22904749,0.999123427
-15.2287419,0.998155957
-15.22843631,0.997520167
-15.22813071,0.997190545
-15.22782511,0.997192606
-15.2275195,0.997431587
-15.22721389,0.997765336
-15.22690828,0.99816834
-15.22660266,0.998666113
-15.22629704,0.999236787
-15.22599141,0.999639796
-15.22568578,1.000042807
-15.22538015,1.000449465
-15.22507451,1.000852479
-15.22476887,1.000854548
-15.22446322,1.000619694
-15.22415757,1.000053145
-15.22385191,0.999322569
-15.22354626,0.998427965
-15.22324059,0.997956178
-15.22293493,0.997888986
-15.22262926,0.998197231
-15.22232358,0.998600247
-15.2220179,0.999006911
-15.22171222,0.999103747
-15.22140654,0.998843369
-15.22110085,0.99830232
-15.22079515,0.997571725
-15.22048945,0.996935899
-15.22018375,0.996606257
-15.21987804,0.996608317
-15.21957233,0.996942081
